?item	?item_label
<http://www.github.com/srebirth/entity/Q35469526>	"Khor Malakeit"@en
<http://www.github.com/srebirth/entity/Q35469540>	"Khor Malhab"@en
<http://www.github.com/srebirth/entity/Q35469564>	"Khor Malis"@en
<http://www.github.com/srebirth/entity/Q35469586>	"Khor Malāy Kitēb"@en
<http://www.github.com/srebirth/entity/Q35469605>	"Khor Malōgatēb"@en
<http://www.github.com/srebirth/entity/Q35469620>	"Khor Malūqīrm"@en
<http://www.github.com/srebirth/entity/Q35469634>	"Khor Manawēt"@en
<http://www.github.com/srebirth/entity/Q35468989>	"Khor Mangsung"@en
<http://www.github.com/srebirth/entity/Q35469647>	"Khor Mantēb"@en
<http://www.github.com/srebirth/entity/Q35469660>	"Khor Manēt"@en
<http://www.github.com/srebirth/entity/Q35469674>	"Khor Maqdud"@en
<http://www.github.com/srebirth/entity/Q35469687>	"Khor Maqhaqra"@en
<http://www.github.com/srebirth/entity/Q35469700>	"Khor Marafidoy"@en
<http://www.github.com/srebirth/entity/Q35469714>	"Khor Martnndawi"@en
<http://www.github.com/srebirth/entity/Q35469729>	"Khor Mas'ayeb"@en
<http://www.github.com/srebirth/entity/Q35469742>	"Khor Mas'āyēb"@en
<http://www.github.com/srebirth/entity/Q35469757>	"Khor Mashatkwan"@en
<http://www.github.com/srebirth/entity/Q35469771>	"Khor Masheidi"@en
<http://www.github.com/srebirth/entity/Q35469786>	"Khor Masheidi"@en
<http://www.github.com/srebirth/entity/Q35469800>	"Khor Mashādkwān"@en
<http://www.github.com/srebirth/entity/Q35469814>	"Khor Mashākwān"@en
<http://www.github.com/srebirth/entity/Q35469852>	"Khor Matarib"@en
<http://www.github.com/srebirth/entity/Q35469867>	"Khor Matātīt"@en
<http://www.github.com/srebirth/entity/Q35469875>	"Khor Matīs"@en
<http://www.github.com/srebirth/entity/Q35469887>	"Khor Mayda"@en
<http://www.github.com/srebirth/entity/Q35469901>	"Khor Maytēb"@en
<http://www.github.com/srebirth/entity/Q35469915>	"Khor Maytēb"@en
<http://www.github.com/srebirth/entity/Q35469927>	"Khor Maytēb"@en
<http://www.github.com/srebirth/entity/Q35469941>	"Khor Medan Tayyar"@en
<http://www.github.com/srebirth/entity/Q35469955>	"Khor Meem"@en
<http://www.github.com/srebirth/entity/Q35469968>	"Khor Meheili"@en
<http://www.github.com/srebirth/entity/Q35469982>	"Khor Meidag"@en
<http://www.github.com/srebirth/entity/Q35469996>	"Khor Mekedda"@en
<http://www.github.com/srebirth/entity/Q35470011>	"Khor Mekyāy"@en
<http://www.github.com/srebirth/entity/Q35470025>	"Khor Memashayeib"@en
<http://www.github.com/srebirth/entity/Q35470040>	"Khor Menoi"@en
<http://www.github.com/srebirth/entity/Q35470053>	"Khor Merib"@en
<http://www.github.com/srebirth/entity/Q35470066>	"Khor Mesi"@en
<http://www.github.com/srebirth/entity/Q35470080>	"Khor Mezdo"@en
<http://www.github.com/srebirth/entity/Q35470094>	"Khor Mi'at Anūt"@en
<http://www.github.com/srebirth/entity/Q35470108>	"Khor Mid Adīb"@en
<http://www.github.com/srebirth/entity/Q35470121>	"Khor Midetea"@en
<http://www.github.com/srebirth/entity/Q35470133>	"Khor Midāb Sākīt"@en
<http://www.github.com/srebirth/entity/Q35470147>	"Khor Migbibāyēb"@en
<http://www.github.com/srebirth/entity/Q35470161>	"Khor Mihed ash Sharīf"@en
<http://www.github.com/srebirth/entity/Q35470174>	"Khor Mik'it T‘haway"@en
<http://www.github.com/srebirth/entity/Q35470188>	"Khor Mikir"@en
<http://www.github.com/srebirth/entity/Q35470202>	"Khor Mikit"@en
<http://www.github.com/srebirth/entity/Q35470216>	"Khor Mikit"@en
<http://www.github.com/srebirth/entity/Q35470229>	"Khor Mikiēb"@en
<http://www.github.com/srebirth/entity/Q35470243>	"Khor Mikraf"@en
<http://www.github.com/srebirth/entity/Q35470257>	"Khor Mikraf"@en
<http://www.github.com/srebirth/entity/Q35470271>	"Khor Mikreik"@en
<http://www.github.com/srebirth/entity/Q35470285>	"Khor Milāgīt"@en
<http://www.github.com/srebirth/entity/Q35470298>	"Khor Mingagwēb"@en
<http://www.github.com/srebirth/entity/Q35470312>	"Khor Minkāshīt"@en
<http://www.github.com/srebirth/entity/Q35470326>	"Khor Minūt"@en
<http://www.github.com/srebirth/entity/Q35470340>	"Khor Miras"@en
<http://www.github.com/srebirth/entity/Q35470353>	"Khor Mirfaf"@en
<http://www.github.com/srebirth/entity/Q35470367>	"Khor Mirgat"@en
<http://www.github.com/srebirth/entity/Q35470382>	"Khor Mirāfahīb"@en
<http://www.github.com/srebirth/entity/Q35470396>	"Khor Misgadīya"@en
<http://www.github.com/srebirth/entity/Q35470410>	"Khor Misha'bāyēb"@en
<http://www.github.com/srebirth/entity/Q35470423>	"Khor Misha'bāyēb"@en
<http://www.github.com/srebirth/entity/Q35470437>	"Khor Mishabaieb"@en
<http://www.github.com/srebirth/entity/Q35470451>	"Khor Mishtakwān"@en
<http://www.github.com/srebirth/entity/Q35470465>	"Khor Mishālyēt"@en
<http://www.github.com/srebirth/entity/Q35470479>	"Khor Mishū'ēb"@en
<http://www.github.com/srebirth/entity/Q35470493>	"Khor Misyāk"@en
<http://www.github.com/srebirth/entity/Q35470507>	"Khor Mitateb"@en
<http://www.github.com/srebirth/entity/Q35470521>	"Khor Mitatēb"@en
<http://www.github.com/srebirth/entity/Q35470535>	"Khor Mog"@en
<http://www.github.com/srebirth/entity/Q35470549>	"Khor Mosh Wahāt"@en
<http://www.github.com/srebirth/entity/Q35470564>	"Khor Mudungui"@en
<http://www.github.com/srebirth/entity/Q35470578>	"Khor Mugazi"@en
<http://www.github.com/srebirth/entity/Q35470591>	"Khor Muku"@en
<http://www.github.com/srebirth/entity/Q35470605>	"Khor Mukusht"@en
<http://www.github.com/srebirth/entity/Q35470619>	"Khor Mushdāt"@en
<http://www.github.com/srebirth/entity/Q35470632>	"Khor Mushelwat"@en
<http://www.github.com/srebirth/entity/Q35470646>	"Khor Musrar"@en
<http://www.github.com/srebirth/entity/Q35470660>	"Khor Musyāy"@en
<http://www.github.com/srebirth/entity/Q35470673>	"Khor Muttāy"@en
<http://www.github.com/srebirth/entity/Q35470681>	"Khor Muḩammad llāy"@en
<http://www.github.com/srebirth/entity/Q35470720>	"Khor Mādagw"@en
<http://www.github.com/srebirth/entity/Q35470734>	"Khor Mākīt"@en
<http://www.github.com/srebirth/entity/Q35470748>	"Khor Mārīt"@en
<http://www.github.com/srebirth/entity/Q35470761>	"Khor Mārōb"@en
<http://www.github.com/srebirth/entity/Q35470775>	"Khor Māwēb"@en
<http://www.github.com/srebirth/entity/Q35470789>	"Khor Māy Tīta‘ war"@en
<http://www.github.com/srebirth/entity/Q35470803>	"Khor Mīdbal"@en
<http://www.github.com/srebirth/entity/Q35470816>	"Khor Mīgayēt"@en
<http://www.github.com/srebirth/entity/Q35470838>	"Khor Mīk'īt"@en
<http://www.github.com/srebirth/entity/Q35470852>	"Khor Mīkyāy"@en
<http://www.github.com/srebirth/entity/Q35470867>	"Khor Mīlakt"@en
<http://www.github.com/srebirth/entity/Q35470927>	"Khor Mīmāmt"@en
<http://www.github.com/srebirth/entity/Q35470954>	"Khor Mītēb"@en
<http://www.github.com/srebirth/entity/Q35470968>	"Khor Mōde"@en
<http://www.github.com/srebirth/entity/Q35470981>	"Khor Mūg"@en
<http://www.github.com/srebirth/entity/Q35470994>	"Khor Mūsēb"@en
<http://www.github.com/srebirth/entity/Q35471007>	"Khor Na'kkūrī"@en
<http://www.github.com/srebirth/entity/Q35471021>	"Khor Nab'at Bitēb"@en
<http://www.github.com/srebirth/entity/Q35471030>	"Khor Nabaqaya"@en
<http://www.github.com/srebirth/entity/Q35471041>	"Khor Nabāsalāy"@en
<http://www.github.com/srebirth/entity/Q35471055>	"Khor Nafartikir"@en
<http://www.github.com/srebirth/entity/Q35471069>	"Khor Nafilyēt"@en
<http://www.github.com/srebirth/entity/Q35471082>	"Khor Nafryamab"@en
<http://www.github.com/srebirth/entity/Q35471097>	"Khor Nafya"@en
<http://www.github.com/srebirth/entity/Q35471111>	"Khor Nahaloi"@en
<http://www.github.com/srebirth/entity/Q35471125>	"Khor Nakasburreib"@en
<http://www.github.com/srebirth/entity/Q35471139>	"Khor Nashāl"@en
<http://www.github.com/srebirth/entity/Q35471153>	"Khor Nassari"@en
<http://www.github.com/srebirth/entity/Q35471167>	"Khor Nassaryai"@en
<http://www.github.com/srebirth/entity/Q35471181>	"Khor Nassaryai"@en
<http://www.github.com/srebirth/entity/Q35471195>	"Khor Nawētīt"@en
<http://www.github.com/srebirth/entity/Q35471210>	"Khor Nayūdā"@en
<http://www.github.com/srebirth/entity/Q35469003>	"Khor Ndeluta"@en
<http://www.github.com/srebirth/entity/Q35471224>	"Khor Nesari"@en
<http://www.github.com/srebirth/entity/Q35471239>	"Khor Ngahamī"@en
<http://www.github.com/srebirth/entity/Q35471254>	"Khor Nigarob"@en
<http://www.github.com/srebirth/entity/Q35471268>	"Khor Ninutyeib"@en
<http://www.github.com/srebirth/entity/Q35471280>	"Khor Niqrar Awas"@en
<http://www.github.com/srebirth/entity/Q35471293>	"Khor Niyūtēb"@en
<http://www.github.com/srebirth/entity/Q35471305>	"Khor Noqlayeb"@en
<http://www.github.com/srebirth/entity/Q35469017>	"Khor Nur"@en
<http://www.github.com/srebirth/entity/Q35471319>	"Khor Nāgbāb"@en
<http://www.github.com/srebirth/entity/Q35471333>	"Khor Nīlātēb"@en
<http://www.github.com/srebirth/entity/Q35471346>	"Khor Nīlātēb"@en
<http://www.github.com/srebirth/entity/Q35471360>	"Khor Nūbahawēb"@en
<http://www.github.com/srebirth/entity/Q35471374>	"Khor Oabaiib"@en
<http://www.github.com/srebirth/entity/Q35471388>	"Khor Oadet"@en
<http://www.github.com/srebirth/entity/Q35471403>	"Khor Oanēt"@en
<http://www.github.com/srebirth/entity/Q35471416>	"Khor Obilī Billēb"@en
<http://www.github.com/srebirth/entity/Q35471432>	"Khor Obirrī"@en
<http://www.github.com/srebirth/entity/Q35471446>	"Khor Obtīk"@en
<http://www.github.com/srebirth/entity/Q35471460>	"Khor Oda"@en
<http://www.github.com/srebirth/entity/Q35471472>	"Khor Odalob"@en
<http://www.github.com/srebirth/entity/Q35471486>	"Khor Odib"@en
<http://www.github.com/srebirth/entity/Q35471500>	"Khor Odrug"@en
<http://www.github.com/srebirth/entity/Q35471514>	"Khor Odī Anā"@en
<http://www.github.com/srebirth/entity/Q35471528>	"Khor Ogh"@en
<http://www.github.com/srebirth/entity/Q35471543>	"Khor Ogwan"@en
<http://www.github.com/srebirth/entity/Q35471558>	"Khor Ogwerrer"@en
<http://www.github.com/srebirth/entity/Q35471572>	"Khor Ohalao"@en
<http://www.github.com/srebirth/entity/Q35471586>	"Khor Ohawā"@en
<http://www.github.com/srebirth/entity/Q35471602>	"Khor Ohlaq"@en
<http://www.github.com/srebirth/entity/Q35471618>	"Khor Oia"@en
<http://www.github.com/srebirth/entity/Q35471632>	"Khor Oihadal"@en
<http://www.github.com/srebirth/entity/Q35471646>	"Khor Oilbabankwil"@en
<http://www.github.com/srebirth/entity/Q35471660>	"Khor Okōnātī"@en
<http://www.github.com/srebirth/entity/Q35471675>	"Khor Olanka"@en
<http://www.github.com/srebirth/entity/Q35471690>	"Khor Olau"@en
<http://www.github.com/srebirth/entity/Q35471705>	"Khor Olīg"@en
<http://www.github.com/srebirth/entity/Q35471719>	"Khor Omar"@en
<http://www.github.com/srebirth/entity/Q35471735>	"Khor Omardī"@en
<http://www.github.com/srebirth/entity/Q35471750>	"Khor Omeik"@en
<http://www.github.com/srebirth/entity/Q35471765>	"Khor Omek"@en
<http://www.github.com/srebirth/entity/Q35471778>	"Khor Omol"@en
<http://www.github.com/srebirth/entity/Q35471793>	"Khor Oshi"@en
<http://www.github.com/srebirth/entity/Q35471808>	"Khor Osir"@en
<http://www.github.com/srebirth/entity/Q35471823>	"Khor Osir Odab"@en
<http://www.github.com/srebirth/entity/Q35471837>	"Khor Osir Odab"@en
<http://www.github.com/srebirth/entity/Q35471851>	"Khor Osir Walāb"@en
<http://www.github.com/srebirth/entity/Q35471865>	"Khor Osir Wawlab"@en
<http://www.github.com/srebirth/entity/Q35471879>	"Khor Osir Wawlab"@en
<http://www.github.com/srebirth/entity/Q35471893>	"Khor Owin"@en
<http://www.github.com/srebirth/entity/Q35471907>	"Khor Qabab"@en
<http://www.github.com/srebirth/entity/Q35471916>	"Khor Qabatyāy"@en
<http://www.github.com/srebirth/entity/Q35471928>	"Khor Qabātēt"@en
<http://www.github.com/srebirth/entity/Q35471943>	"Khor Qadab"@en
<http://www.github.com/srebirth/entity/Q35471956>	"Khor Qadamāy"@en
<http://www.github.com/srebirth/entity/Q35471970>	"Khor Qadda"@en
<http://www.github.com/srebirth/entity/Q35471983>	"Khor Qadēt"@en
<http://www.github.com/srebirth/entity/Q35471997>	"Khor Qafalyet"@en
<http://www.github.com/srebirth/entity/Q35472011>	"Khor Qaiakay"@en
<http://www.github.com/srebirth/entity/Q35472025>	"Khor Qarar"@en
<http://www.github.com/srebirth/entity/Q35472038>	"Khor Qarqōga"@en
<http://www.github.com/srebirth/entity/Q35472053>	"Khor Qaryafeib"@en
<http://www.github.com/srebirth/entity/Q35472066>	"Khor Qirdif"@en
<http://www.github.com/srebirth/entity/Q35472079>	"Khor Qirinat"@en
<http://www.github.com/srebirth/entity/Q35472092>	"Khor Qirosot"@en
<http://www.github.com/srebirth/entity/Q35472105>	"Khor Qirqir"@en
<http://www.github.com/srebirth/entity/Q35472118>	"Khor Qomadyeib"@en
<http://www.github.com/srebirth/entity/Q35472131>	"Khor Qowwa"@en
<http://www.github.com/srebirth/entity/Q35472145>	"Khor Qubateib"@en
<http://www.github.com/srebirth/entity/Q35472160>	"Khor Quqayb"@en
<http://www.github.com/srebirth/entity/Q35472175>	"Khor Qutn"@en
<http://www.github.com/srebirth/entity/Q35472188>	"Khor Quwadabt"@en
<http://www.github.com/srebirth/entity/Q35472202>	"Khor Quwenay"@en
<http://www.github.com/srebirth/entity/Q35472215>	"Khor Quwāb"@en
<http://www.github.com/srebirth/entity/Q35472227>	"Khor Rafit"@en
<http://www.github.com/srebirth/entity/Q35472240>	"Khor Ragagsaga'ēb"@en
<http://www.github.com/srebirth/entity/Q35472255>	"Khor Ragāg Datāw"@en
<http://www.github.com/srebirth/entity/Q35469031>	"Khor Rahad al Waraq"@en
<http://www.github.com/srebirth/entity/Q35472268>	"Khor Rakāk Emām"@en
<http://www.github.com/srebirth/entity/Q35472281>	"Khor Ramalēb"@en
<http://www.github.com/srebirth/entity/Q35472295>	"Khor Randik"@en
<http://www.github.com/srebirth/entity/Q35472308>	"Khor Raqandeb"@en
<http://www.github.com/srebirth/entity/Q35472322>	"Khor Raqwiyya"@en
<http://www.github.com/srebirth/entity/Q35472334>	"Khor Rawash"@en
<http://www.github.com/srebirth/entity/Q35472348>	"Khor Rawash"@en
<http://www.github.com/srebirth/entity/Q35472363>	"Khor Rawash"@en
<http://www.github.com/srebirth/entity/Q35472377>	"Khor Ribala"@en
<http://www.github.com/srebirth/entity/Q35472391>	"Khor Ribyā'ēb"@en
<http://www.github.com/srebirth/entity/Q35469044>	"Khor Rihud"@en
<http://www.github.com/srebirth/entity/Q35472404>	"Khor Rikābay"@en
<http://www.github.com/srebirth/entity/Q35472417>	"Khor Rikābēb"@en
<http://www.github.com/srebirth/entity/Q35472431>	"Khor Romāteb"@en
<http://www.github.com/srebirth/entity/Q35472445>	"Khor Ru'ōy"@en
<http://www.github.com/srebirth/entity/Q35472459>	"Khor Rumayet"@en
<http://www.github.com/srebirth/entity/Q35472472>	"Khor Rāfīt"@en
<http://www.github.com/srebirth/entity/Q35472486>	"Khor Rākbāy"@en
<http://www.github.com/srebirth/entity/Q35472500>	"Khor Rīmīt"@en
<http://www.github.com/srebirth/entity/Q35472513>	"Khor Rōmēt"@en
<http://www.github.com/srebirth/entity/Q35472527>	"Khor Sa'dādalōy"@en
<http://www.github.com/srebirth/entity/Q35472541>	"Khor Sabal Hadād"@en
<http://www.github.com/srebirth/entity/Q35472554>	"Khor Sabarab"@en
<http://www.github.com/srebirth/entity/Q35472567>	"Khor Sagit"@en
<http://www.github.com/srebirth/entity/Q35472580>	"Khor Sagudēb"@en
<http://www.github.com/srebirth/entity/Q35472593>	"Khor Sagī Sōtāy"@en
<http://www.github.com/srebirth/entity/Q35472608>	"Khor Sagī Sōtāy"@en
<http://www.github.com/srebirth/entity/Q35472622>	"Khor Sagūm"@en
<http://www.github.com/srebirth/entity/Q35472635>	"Khor Sakera"@en
<http://www.github.com/srebirth/entity/Q35472649>	"Khor Sakhakh"@en
<http://www.github.com/srebirth/entity/Q35472663>	"Khor Salae"@en
<http://www.github.com/srebirth/entity/Q35472676>	"Khor Salala"@en
<http://www.github.com/srebirth/entity/Q35472688>	"Khor Salalab"@en
<http://www.github.com/srebirth/entity/Q35472701>	"Khor Salamātēb"@en
<http://www.github.com/srebirth/entity/Q35472716>	"Khor Salateb"@en
<http://www.github.com/srebirth/entity/Q35472730>	"Khor Salateib"@en
<http://www.github.com/srebirth/entity/Q35472743>	"Khor Salateib"@en
<http://www.github.com/srebirth/entity/Q35472756>	"Khor Salemayeb"@en
<http://www.github.com/srebirth/entity/Q35472770>	"Khor Saltitēb"@en
<http://www.github.com/srebirth/entity/Q35472784>	"Khor Salūbillēb"@en
<http://www.github.com/srebirth/entity/Q35472798>	"Khor Salūbyāy"@en
<http://www.github.com/srebirth/entity/Q35472810>	"Khor Samadi"@en
<http://www.github.com/srebirth/entity/Q35472823>	"Khor Samra al Howeda"@en
<http://www.github.com/srebirth/entity/Q35472837>	"Khor Samurei"@en
<http://www.github.com/srebirth/entity/Q35472852>	"Khor Sanad"@en
<http://www.github.com/srebirth/entity/Q35472866>	"Khor Sanieib"@en
<http://www.github.com/srebirth/entity/Q35472880>	"Khor Saql Suti"@en
<http://www.github.com/srebirth/entity/Q35472894>	"Khor Saquti"@en
<http://www.github.com/srebirth/entity/Q35472908>	"Khor Saqōtēb"@en
<http://www.github.com/srebirth/entity/Q35472922>	"Khor Sararab"@en
<http://www.github.com/srebirth/entity/Q35472935>	"Khor Sararab"@en
<http://www.github.com/srebirth/entity/Q35472949>	"Khor Sarit"@en
<http://www.github.com/srebirth/entity/Q35472962>	"Khor Sarmākmōy"@en
<http://www.github.com/srebirth/entity/Q35472975>	"Khor Sarobaieb"@en
<http://www.github.com/srebirth/entity/Q35472990>	"Khor Sarobaieb"@en
<http://www.github.com/srebirth/entity/Q35473004>	"Khor Sarobayeit"@en
<http://www.github.com/srebirth/entity/Q35469058>	"Khor Sarobkwan"@en
<http://www.github.com/srebirth/entity/Q35473018>	"Khor Sarobyāy"@en
<http://www.github.com/srebirth/entity/Q35473031>	"Khor Sarobāyēb"@en
<http://www.github.com/srebirth/entity/Q35473044>	"Khor Sarārāb"@en
<http://www.github.com/srebirth/entity/Q35473055>	"Khor Sarōbkān"@en
<http://www.github.com/srebirth/entity/Q35473071>	"Khor Sarōbyēb"@en
<http://www.github.com/srebirth/entity/Q35473082>	"Khor Sarōbāyēb"@en
<http://www.github.com/srebirth/entity/Q35473094>	"Khor Sarūbkwān"@en
<http://www.github.com/srebirth/entity/Q35473107>	"Khor Sarūbāyēb"@en
<http://www.github.com/srebirth/entity/Q35473122>	"Khor Satāyēb"@en
<http://www.github.com/srebirth/entity/Q35473136>	"Khor Seetarab"@en
<http://www.github.com/srebirth/entity/Q35469072>	"Khor Seig"@en
<http://www.github.com/srebirth/entity/Q35473149>	"Khor Sesabān"@en
<http://www.github.com/srebirth/entity/Q35473163>	"Khor Sha'nāy"@en
<http://www.github.com/srebirth/entity/Q35473178>	"Khor Shab'atēm"@en
<http://www.github.com/srebirth/entity/Q35473192>	"Khor Shabibeit"@en
<http://www.github.com/srebirth/entity/Q35473207>	"Khor Shabā"@en
<http://www.github.com/srebirth/entity/Q35473222>	"Khor Shabāyēb"@en
<http://www.github.com/srebirth/entity/Q35473236>	"Khor Shahērī"@en
<http://www.github.com/srebirth/entity/Q35473251>	"Khor Shaktī"@en
<http://www.github.com/srebirth/entity/Q35473265>	"Khor Shalal"@en
<http://www.github.com/srebirth/entity/Q35473280>	"Khor Sham Maḥmūd"@en
<http://www.github.com/srebirth/entity/Q35473293>	"Khor Shamangi"@en
<http://www.github.com/srebirth/entity/Q35473307>	"Khor Shamatkuwan"@en
<http://www.github.com/srebirth/entity/Q35473320>	"Khor Shambat"@en
<http://www.github.com/srebirth/entity/Q35469086>	"Khor Shamitre"@en
<http://www.github.com/srebirth/entity/Q35473334>	"Khor Shamitrēb"@en
<http://www.github.com/srebirth/entity/Q35473347>	"Khor Shananēb"@en
<http://www.github.com/srebirth/entity/Q35473361>	"Khor Shankuk"@en
<http://www.github.com/srebirth/entity/Q35473376>	"Khor Shanqowar"@en
<http://www.github.com/srebirth/entity/Q35473390>	"Khor Shanāyat"@en
<http://www.github.com/srebirth/entity/Q35473404>	"Khor Sharaf ad Dīn"@en
<http://www.github.com/srebirth/entity/Q35473417>	"Khor Sharaka"@en
<http://www.github.com/srebirth/entity/Q35473431>	"Khor Sharet"@en
<http://www.github.com/srebirth/entity/Q35473444>	"Khor Sharīt"@en
<http://www.github.com/srebirth/entity/Q35473457>	"Khor Shashoia"@en
<http://www.github.com/srebirth/entity/Q35473471>	"Khor Shashōtēb"@en
<http://www.github.com/srebirth/entity/Q35473485>	"Khor Shasoteb"@en
<http://www.github.com/srebirth/entity/Q35473499>	"Khor Shasuma"@en
<http://www.github.com/srebirth/entity/Q35473511>	"Khor Shatob‘osh"@en
<http://www.github.com/srebirth/entity/Q35473519>	"Khor Sha‘"@en
<http://www.github.com/srebirth/entity/Q35473527>	"Khor Sheidkwoin"@en
<http://www.github.com/srebirth/entity/Q35473539>	"Khor Shelengo"@en
<http://www.github.com/srebirth/entity/Q35473553>	"Khor Shenay"@en
<http://www.github.com/srebirth/entity/Q35473566>	"Khor Shidyab"@en
<http://www.github.com/srebirth/entity/Q35473578>	"Khor Shidyab"@en
<http://www.github.com/srebirth/entity/Q35473591>	"Khor Shidyab"@en
<http://www.github.com/srebirth/entity/Q35473605>	"Khor Shidyāb"@en
<http://www.github.com/srebirth/entity/Q35473619>	"Khor Shidyēb"@en
<http://www.github.com/srebirth/entity/Q35473632>	"Khor Shidyēt"@en
<http://www.github.com/srebirth/entity/Q35473647>	"Khor Shidyēt al Aswad"@en
<http://www.github.com/srebirth/entity/Q35473661>	"Khor Shigelt"@en
<http://www.github.com/srebirth/entity/Q35473676>	"Khor Shiglātēb"@en
<http://www.github.com/srebirth/entity/Q35473690>	"Khor Shile Abad"@en
<http://www.github.com/srebirth/entity/Q35473703>	"Khor Shimi"@en
<http://www.github.com/srebirth/entity/Q35473748>	"Khor Shinkarat"@en
<http://www.github.com/srebirth/entity/Q35473828>	"Khor Shinōqit"@en
<http://www.github.com/srebirth/entity/Q35469100>	"Khor Shiquq az Zenat"@en
<http://www.github.com/srebirth/entity/Q35473842>	"Khor Shiḩeḩīn"@en
<http://www.github.com/srebirth/entity/Q35473856>	"Khor Shoshayeb"@en
<http://www.github.com/srebirth/entity/Q35473870>	"Khor Shugri"@en
<http://www.github.com/srebirth/entity/Q35473884>	"Khor Shuipa"@en
<http://www.github.com/srebirth/entity/Q35473898>	"Khor Shuwaiyeib"@en
<http://www.github.com/srebirth/entity/Q35473911>	"Khor Shuwatēb"@en
<http://www.github.com/srebirth/entity/Q35473925>	"Khor Shāganēb"@en
<http://www.github.com/srebirth/entity/Q35473940>	"Khor Shāmhī"@en
<http://www.github.com/srebirth/entity/Q35473954>	"Khor Shāshoy"@en
<http://www.github.com/srebirth/entity/Q35473968>	"Khor Shāshōy"@en
<http://www.github.com/srebirth/entity/Q35473982>	"Khor Shāshōy"@en
<http://www.github.com/srebirth/entity/Q35473996>	"Khor Shāshōyēt"@en
<http://www.github.com/srebirth/entity/Q35474009>	"Khor Shāshūtēb"@en
<http://www.github.com/srebirth/entity/Q35474023>	"Khor Shāytēb"@en
<http://www.github.com/srebirth/entity/Q35474037>	"Khor Shēbī"@en
<http://www.github.com/srebirth/entity/Q35474051>	"Khor Si'trī"@en
<http://www.github.com/srebirth/entity/Q35474065>	"Khor Si'ētirikūn"@en
<http://www.github.com/srebirth/entity/Q35474079>	"Khor Siao"@en
<http://www.github.com/srebirth/entity/Q35474093>	"Khor Sibat"@en
<http://www.github.com/srebirth/entity/Q35474106>	"Khor Sibat"@en
<http://www.github.com/srebirth/entity/Q35474119>	"Khor Sibeg"@en
<http://www.github.com/srebirth/entity/Q35474133>	"Khor Signān"@en
<http://www.github.com/srebirth/entity/Q35474148>	"Khor Sihaday"@en
<http://www.github.com/srebirth/entity/Q35474162>	"Khor Sihaday"@en
<http://www.github.com/srebirth/entity/Q35474171>	"Khor Sihino"@en
<http://www.github.com/srebirth/entity/Q35474185>	"Khor Sikatēb"@en
<http://www.github.com/srebirth/entity/Q35474198>	"Khor Sikwatēb"@en
<http://www.github.com/srebirth/entity/Q35474211>	"Khor Sikīdāy"@en
<http://www.github.com/srebirth/entity/Q35474225>	"Khor Silbīyēb"@en
<http://www.github.com/srebirth/entity/Q35469114>	"Khor Sindal"@en
<http://www.github.com/srebirth/entity/Q35474239>	"Khor Singanēb"@en
<http://www.github.com/srebirth/entity/Q35474252>	"Khor Sinqadayeb"@en
<http://www.github.com/srebirth/entity/Q35474266>	"Khor Sinqadayet"@en
<http://www.github.com/srebirth/entity/Q35474280>	"Khor Sitarab"@en
<http://www.github.com/srebirth/entity/Q35474294>	"Khor Sitayat"@en
<http://www.github.com/srebirth/entity/Q35474307>	"Khor Siyeib"@en
<http://www.github.com/srebirth/entity/Q35474321>	"Khor Siyāmtīt"@en
<http://www.github.com/srebirth/entity/Q35474334>	"Khor Siyēb"@en
<http://www.github.com/srebirth/entity/Q35474348>	"Khor Sohanit"@en
<http://www.github.com/srebirth/entity/Q35474362>	"Khor Somret"@en
<http://www.github.com/srebirth/entity/Q35469128>	"Khor Sordau"@en
<http://www.github.com/srebirth/entity/Q35474376>	"Khor Sqta"@en
<http://www.github.com/srebirth/entity/Q35474389>	"Khor Sudet"@en
<http://www.github.com/srebirth/entity/Q35474403>	"Khor Sudet"@en
<http://www.github.com/srebirth/entity/Q35474416>	"Khor Sudet"@en
<http://www.github.com/srebirth/entity/Q35474430>	"Khor Sudet"@en
<http://www.github.com/srebirth/entity/Q35474443>	"Khor Sudī"@en
<http://www.github.com/srebirth/entity/Q35469143>	"Khor Sugir"@en
<http://www.github.com/srebirth/entity/Q35469157>	"Khor Suni"@en
<http://www.github.com/srebirth/entity/Q35474456>	"Khor Suo Aneib Dabalub"@en
<http://www.github.com/srebirth/entity/Q35474470>	"Khor Suoaneib"@en
<http://www.github.com/srebirth/entity/Q35474484>	"Khor Suqateib"@en
<http://www.github.com/srebirth/entity/Q35474498>	"Khor Suqatib"@en
<http://www.github.com/srebirth/entity/Q35474512>	"Khor Surbāyēb"@en
<http://www.github.com/srebirth/entity/Q35474526>	"Khor Surt"@en
<http://www.github.com/srebirth/entity/Q35474540>	"Khor Surubābēb"@en
<http://www.github.com/srebirth/entity/Q35474554>	"Khor Suwelgia"@en
<http://www.github.com/srebirth/entity/Q35474568>	"Khor Sārīt"@en
<http://www.github.com/srebirth/entity/Q35474582>	"Khor Sēhināy"@en
<http://www.github.com/srebirth/entity/Q35474596>	"Khor Sīgī"@en
<http://www.github.com/srebirth/entity/Q35474609>	"Khor Sīkwākēt"@en
<http://www.github.com/srebirth/entity/Q35474623>	"Khor Sōtay"@en
<http://www.github.com/srebirth/entity/Q35474637>	"Khor Sōtisagēb"@en
